Namespace(all_use=True, backbone='default', batch_interval=100, batch_size=128, checkpoint='checkpoint', checkpoint_dir='exp_record\\mnist_usps_all_use\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, image_size=32, lr=0.0002, max_epoch=200, mixup_beta=0.5, no_cuda=False, num_classes=10, num_k=4, one_step=True, optimizer='adam', rampup_length=10, resume_epoch=0, save_epoch_interval=20, save_model=False, seed=1, source='mnist', source_loader='mcd', supplementary_info='', target='usps', target_loader='mcd', use_abs_diff=False, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:1 [batch_index:0]	Loss1:2.329003	Loss2:2.345394	Discrepancy:0.034120	Consistency weight:0.006738	Consistency loss_t1:0.001006	Consistency loss_t2:0.001008	Discrepancy_Resample Weight:0.006738	Resample Discrepancy0.000000	Resample Pool Num:119
Train Epoch:46 [batch_index:0]	Loss1:0.247824	Loss2:0.182421	Discrepancy:0.050193	Consistency weight:1.000000	Consistency loss_t1:0.086292	Consistency loss_t2:0.081559	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1350
Train Epoch:47 [batch_index:0]	Loss1:0.147467	Loss2:0.178099	Discrepancy:0.062414	Consistency weight:1.000000	Consistency loss_t1:0.088768	Consistency loss_t2:0.076691	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1363
Train Epoch:48 [batch_index:0]	Loss1:0.101064	Loss2:0.142856	Discrepancy:0.045418	Consistency weight:1.000000	Consistency loss_t1:0.091761	Consistency loss_t2:0.085285	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1317
Train Epoch:49 [batch_index:0]	Loss1:0.087625	Loss2:0.114504	Discrepancy:0.055267	Consistency weight:1.000000	Consistency loss_t1:0.088673	Consistency loss_t2:0.081311	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1401
Train Epoch:50 [batch_index:0]	Loss1:0.090500	Loss2:0.141436	Discrepancy:0.044246	Consistency weight:1.000000	Consistency loss_t1:0.094622	Consistency loss_t2:0.086351	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1490
Train Epoch:51 [batch_index:0]	Loss1:0.062364	Loss2:0.135537	Discrepancy:0.054583	Consistency weight:1.000000	Consistency loss_t1:0.091806	Consistency loss_t2:0.086513	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1422
Train Epoch:52 [batch_index:0]	Loss1:0.183358	Loss2:0.131615	Discrepancy:0.056528	Consistency weight:1.000000	Consistency loss_t1:0.092405	Consistency loss_t2:0.085590	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1378
Train Epoch:53 [batch_index:0]	Loss1:0.128080	Loss2:0.135528	Discrepancy:0.057284	Consistency weight:1.000000	Consistency loss_t1:0.091646	Consistency loss_t2:0.081454	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1480
Train Epoch:54 [batch_index:0]	Loss1:0.131918	Loss2:0.091746	Discrepancy:0.058660	Consistency weight:1.000000	Consistency loss_t1:0.085637	Consistency loss_t2:0.082745	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1440
Train Epoch:55 [batch_index:0]	Loss1:0.159204	Loss2:0.122578	Discrepancy:0.047785	Consistency weight:1.000000	Consistency loss_t1:0.093411	Consistency loss_t2:0.083425	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1456
Train Epoch:56 [batch_index:0]	Loss1:0.132878	Loss2:0.141274	Discrepancy:0.050947	Consistency weight:1.000000	Consistency loss_t1:0.096558	Consistency loss_t2:0.086348	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1614
Train Epoch:57 [batch_index:0]	Loss1:0.085680	Loss2:0.067104	Discrepancy:0.049823	Consistency weight:1.000000	Consistency loss_t1:0.090857	Consistency loss_t2:0.083229	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1628
Train Epoch:58 [batch_index:0]	Loss1:0.139849	Loss2:0.172617	Discrepancy:0.065592	Consistency weight:1.000000	Consistency loss_t1:0.098927	Consistency loss_t2:0.081903	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1651
Train Epoch:59 [batch_index:0]	Loss1:0.095074	Loss2:0.092031	Discrepancy:0.059032	Consistency weight:1.000000	Consistency loss_t1:0.091618	Consistency loss_t2:0.082539	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1673
Train Epoch:60 [batch_index:0]	Loss1:0.071420	Loss2:0.099666	Discrepancy:0.055749	Consistency weight:1.000000	Consistency loss_t1:0.097596	Consistency loss_t2:0.081848	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1670
Train Epoch:61 [batch_index:0]	Loss1:0.110385	Loss2:0.057663	Discrepancy:0.049209	Consistency weight:1.000000	Consistency loss_t1:0.094460	Consistency loss_t2:0.086179	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1614
Train Epoch:62 [batch_index:0]	Loss1:0.211969	Loss2:0.222023	Discrepancy:0.066760	Consistency weight:1.000000	Consistency loss_t1:0.099005	Consistency loss_t2:0.082242	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1719
Train Epoch:63 [batch_index:0]	Loss1:0.158923	Loss2:0.146665	Discrepancy:0.062500	Consistency weight:1.000000	Consistency loss_t1:0.098632	Consistency loss_t2:0.081171	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1703
Train Epoch:64 [batch_index:0]	Loss1:0.098720	Loss2:0.100782	Discrepancy:0.065451	Consistency weight:1.000000	Consistency loss_t1:0.093610	Consistency loss_t2:0.077313	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1659
Train Epoch:65 [batch_index:0]	Loss1:0.120786	Loss2:0.089630	Discrepancy:0.049253	Consistency weight:1.000000	Consistency loss_t1:0.092554	Consistency loss_t2:0.082294	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1672
Train Epoch:66 [batch_index:0]	Loss1:0.101840	Loss2:0.084328	Discrepancy:0.077876	Consistency weight:1.000000	Consistency loss_t1:0.097298	Consistency loss_t2:0.078507	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1809
Train Epoch:67 [batch_index:0]	Loss1:0.138364	Loss2:0.204022	Discrepancy:0.069109	Consistency weight:1.000000	Consistency loss_t1:0.098731	Consistency loss_t2:0.083522	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1790
Train Epoch:68 [batch_index:0]	Loss1:0.126979	Loss2:0.120586	Discrepancy:0.067673	Consistency weight:1.000000	Consistency loss_t1:0.087656	Consistency loss_t2:0.083412	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1795
Train Epoch:69 [batch_index:0]	Loss1:0.071593	Loss2:0.066529	Discrepancy:0.072403	Consistency weight:1.000000	Consistency loss_t1:0.093583	Consistency loss_t2:0.079722	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1751
Train Epoch:70 [batch_index:0]	Loss1:0.076272	Loss2:0.115509	Discrepancy:0.071083	Consistency weight:1.000000	Consistency loss_t1:0.100049	Consistency loss_t2:0.081713	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1903
Train Epoch:71 [batch_index:0]	Loss1:0.102550	Loss2:0.192251	Discrepancy:0.061675	Consistency weight:1.000000	Consistency loss_t1:0.098783	Consistency loss_t2:0.088458	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1855
Train Epoch:72 [batch_index:0]	Loss1:0.130894	Loss2:0.102648	Discrepancy:0.060394	Consistency weight:1.000000	Consistency loss_t1:0.096666	Consistency loss_t2:0.078232	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1877
Train Epoch:73 [batch_index:0]	Loss1:0.112475	Loss2:0.075726	Discrepancy:0.079894	Consistency weight:1.000000	Consistency loss_t1:0.101515	Consistency loss_t2:0.080624	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1865
Train Epoch:74 [batch_index:0]	Loss1:0.098620	Loss2:0.174134	Discrepancy:0.079273	Consistency weight:1.000000	Consistency loss_t1:0.090119	Consistency loss_t2:0.084729	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1869
Train Epoch:75 [batch_index:0]	Loss1:0.224752	Loss2:0.171097	Discrepancy:0.073413	Consistency weight:1.000000	Consistency loss_t1:0.100336	Consistency loss_t2:0.084777	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1886
Train Epoch:76 [batch_index:0]	Loss1:0.076092	Loss2:0.074928	Discrepancy:0.060308	Consistency weight:1.000000	Consistency loss_t1:0.096791	Consistency loss_t2:0.087105	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1839
Train Epoch:77 [batch_index:0]	Loss1:0.099277	Loss2:0.193187	Discrepancy:0.060976	Consistency weight:1.000000	Consistency loss_t1:0.097029	Consistency loss_t2:0.081993	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1812
Train Epoch:78 [batch_index:0]	Loss1:0.058573	Loss2:0.078662	Discrepancy:0.068616	Consistency weight:1.000000	Consistency loss_t1:0.094466	Consistency loss_t2:0.081690	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1839
Train Epoch:79 [batch_index:0]	Loss1:0.172961	Loss2:0.119189	Discrepancy:0.057759	Consistency weight:1.000000	Consistency loss_t1:0.093033	Consistency loss_t2:0.087243	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1739
Train Epoch:80 [batch_index:0]	Loss1:0.111732	Loss2:0.110148	Discrepancy:0.056322	Consistency weight:1.000000	Consistency loss_t1:0.099628	Consistency loss_t2:0.088842	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1775
Train Epoch:81 [batch_index:0]	Loss1:0.098130	Loss2:0.090494	Discrepancy:0.063918	Consistency weight:1.000000	Consistency loss_t1:0.099250	Consistency loss_t2:0.081909	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1769
Train Epoch:82 [batch_index:0]	Loss1:0.128449	Loss2:0.092572	Discrepancy:0.054816	Consistency weight:1.000000	Consistency loss_t1:0.094584	Consistency loss_t2:0.091951	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1645
Train Epoch:83 [batch_index:0]	Loss1:0.154875	Loss2:0.178883	Discrepancy:0.060496	Consistency weight:1.000000	Consistency loss_t1:0.094886	Consistency loss_t2:0.089301	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1725
