Namespace(all_use=True, backbone='default', batch_interval=100, batch_size=128, checkpoint='checkpoint', checkpoint_dir='exp_record\\mnist_usps_all_use\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, image_size=32, lr=0.0002, max_epoch=200, mixup_beta=0.5, no_cuda=False, num_classes=10, num_k=4, one_step=True, optimizer='adam', rampup_length=10, resume_epoch=0, save_epoch_interval=20, save_model=False, seed=1, source='mnist', source_loader='mcd', supplementary_info='', target='usps', target_loader='mcd', use_abs_diff=False, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:1 [batch_index:0]	Loss1:2.329003	Loss2:2.345394	Discrepancy:0.034120	Consistency weight:0.006738	Consistency loss_t1:0.001006	Consistency loss_t2:0.001008	Discrepancy_Resample Weight:0.006738	Resample Discrepancy0.000000	Resample Pool Num:119
Train Epoch:2 [batch_index:0]	Loss1:2.104613	Loss2:2.046065	Discrepancy:0.033687	Consistency weight:0.017422	Consistency loss_t1:0.001287	Consistency loss_t2:0.001456	Discrepancy_Resample Weight:0.017422	Resample Discrepancy0.000000	Resample Pool Num:5785
Train Epoch:3 [batch_index:0]	Loss1:1.918163	Loss2:1.824759	Discrepancy:0.039799	Consistency weight:0.040762	Consistency loss_t1:0.002366	Consistency loss_t2:0.002675	Discrepancy_Resample Weight:0.040762	Resample Discrepancy0.000000	Resample Pool Num:4843
Train Epoch:4 [batch_index:0]	Loss1:1.718313	Loss2:1.650756	Discrepancy:0.042352	Consistency weight:0.086294	Consistency loss_t1:0.004006	Consistency loss_t2:0.004524	Discrepancy_Resample Weight:0.086294	Resample Discrepancy0.000000	Resample Pool Num:3704
Train Epoch:5 [batch_index:0]	Loss1:1.418608	Loss2:1.500048	Discrepancy:0.050577	Consistency weight:0.165299	Consistency loss_t1:0.007807	Consistency loss_t2:0.008220	Discrepancy_Resample Weight:0.165299	Resample Discrepancy0.000000	Resample Pool Num:2953
Train Epoch:6 [batch_index:0]	Loss1:1.310852	Loss2:1.264252	Discrepancy:0.054919	Consistency weight:0.286505	Consistency loss_t1:0.010834	Consistency loss_t2:0.012499	Discrepancy_Resample Weight:0.286505	Resample Discrepancy0.000000	Resample Pool Num:2565
Train Epoch:7 [batch_index:0]	Loss1:1.028201	Loss2:1.027241	Discrepancy:0.057502	Consistency weight:0.449329	Consistency loss_t1:0.015395	Consistency loss_t2:0.015425	Discrepancy_Resample Weight:0.449329	Resample Discrepancy0.000000	Resample Pool Num:2309
Train Epoch:8 [batch_index:0]	Loss1:0.953420	Loss2:0.898752	Discrepancy:0.058504	Consistency weight:0.637628	Consistency loss_t1:0.022790	Consistency loss_t2:0.020472	Discrepancy_Resample Weight:0.637628	Resample Discrepancy0.000000	Resample Pool Num:2030
Train Epoch:9 [batch_index:0]	Loss1:0.803620	Loss2:0.776611	Discrepancy:0.063613	Consistency weight:0.818731	Consistency loss_t1:0.024213	Consistency loss_t2:0.025129	Discrepancy_Resample Weight:0.818731	Resample Discrepancy0.000000	Resample Pool Num:1787
Train Epoch:10 [batch_index:0]	Loss1:0.765872	Loss2:0.725461	Discrepancy:0.061053	Consistency weight:0.951229	Consistency loss_t1:0.033188	Consistency loss_t2:0.031877	Discrepancy_Resample Weight:0.951229	Resample Discrepancy0.000000	Resample Pool Num:1693
Train Epoch:11 [batch_index:0]	Loss1:0.528373	Loss2:0.489842	Discrepancy:0.060270	Consistency weight:1.000000	Consistency loss_t1:0.034931	Consistency loss_t2:0.033174	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1540
Train Epoch:12 [batch_index:0]	Loss1:0.564734	Loss2:0.531568	Discrepancy:0.065290	Consistency weight:1.000000	Consistency loss_t1:0.035768	Consistency loss_t2:0.037282	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1420
Train Epoch:13 [batch_index:0]	Loss1:0.522187	Loss2:0.485734	Discrepancy:0.059079	Consistency weight:1.000000	Consistency loss_t1:0.044117	Consistency loss_t2:0.045008	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1274
Train Epoch:14 [batch_index:0]	Loss1:0.503969	Loss2:0.505616	Discrepancy:0.054710	Consistency weight:1.000000	Consistency loss_t1:0.045911	Consistency loss_t2:0.048612	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1252
Train Epoch:15 [batch_index:0]	Loss1:0.438990	Loss2:0.437407	Discrepancy:0.065110	Consistency weight:1.000000	Consistency loss_t1:0.045609	Consistency loss_t2:0.047694	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1182
Train Epoch:16 [batch_index:0]	Loss1:0.378096	Loss2:0.404026	Discrepancy:0.053576	Consistency weight:1.000000	Consistency loss_t1:0.054309	Consistency loss_t2:0.053697	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1173
Train Epoch:17 [batch_index:0]	Loss1:0.394486	Loss2:0.342807	Discrepancy:0.053270	Consistency weight:1.000000	Consistency loss_t1:0.057685	Consistency loss_t2:0.058068	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1134
Train Epoch:18 [batch_index:0]	Loss1:0.294617	Loss2:0.237852	Discrepancy:0.052437	Consistency weight:1.000000	Consistency loss_t1:0.061673	Consistency loss_t2:0.064599	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1035
Train Epoch:19 [batch_index:0]	Loss1:0.347939	Loss2:0.335017	Discrepancy:0.057786	Consistency weight:1.000000	Consistency loss_t1:0.057580	Consistency loss_t2:0.059882	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1047
Train Epoch:20 [batch_index:0]	Loss1:0.316629	Loss2:0.325387	Discrepancy:0.060110	Consistency weight:1.000000	Consistency loss_t1:0.062709	Consistency loss_t2:0.061324	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1047
Train Epoch:21 [batch_index:0]	Loss1:0.270521	Loss2:0.274776	Discrepancy:0.052717	Consistency weight:1.000000	Consistency loss_t1:0.068667	Consistency loss_t2:0.064028	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:993
Train Epoch:22 [batch_index:0]	Loss1:0.318527	Loss2:0.351340	Discrepancy:0.047555	Consistency weight:1.000000	Consistency loss_t1:0.066579	Consistency loss_t2:0.065295	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1027
Train Epoch:23 [batch_index:0]	Loss1:0.198405	Loss2:0.222588	Discrepancy:0.048770	Consistency weight:1.000000	Consistency loss_t1:0.071301	Consistency loss_t2:0.073578	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1001
Train Epoch:24 [batch_index:0]	Loss1:0.234097	Loss2:0.248719	Discrepancy:0.051796	Consistency weight:1.000000	Consistency loss_t1:0.072465	Consistency loss_t2:0.067315	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:969
Train Epoch:25 [batch_index:0]	Loss1:0.185880	Loss2:0.150331	Discrepancy:0.048152	Consistency weight:1.000000	Consistency loss_t1:0.075427	Consistency loss_t2:0.070128	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1009
Train Epoch:26 [batch_index:0]	Loss1:0.182081	Loss2:0.190157	Discrepancy:0.043149	Consistency weight:1.000000	Consistency loss_t1:0.074789	Consistency loss_t2:0.069588	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1032
Train Epoch:27 [batch_index:0]	Loss1:0.371310	Loss2:0.332537	Discrepancy:0.047895	Consistency weight:1.000000	Consistency loss_t1:0.078581	Consistency loss_t2:0.069907	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1052
Train Epoch:28 [batch_index:0]	Loss1:0.200507	Loss2:0.187865	Discrepancy:0.052274	Consistency weight:1.000000	Consistency loss_t1:0.077090	Consistency loss_t2:0.072357	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1058
Train Epoch:29 [batch_index:0]	Loss1:0.311735	Loss2:0.215331	Discrepancy:0.050250	Consistency weight:1.000000	Consistency loss_t1:0.075896	Consistency loss_t2:0.071410	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1095
Train Epoch:30 [batch_index:0]	Loss1:0.226831	Loss2:0.296523	Discrepancy:0.045924	Consistency weight:1.000000	Consistency loss_t1:0.077703	Consistency loss_t2:0.073906	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1122
Train Epoch:31 [batch_index:0]	Loss1:0.159871	Loss2:0.190815	Discrepancy:0.050073	Consistency weight:1.000000	Consistency loss_t1:0.077001	Consistency loss_t2:0.070636	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1057
Train Epoch:32 [batch_index:0]	Loss1:0.170440	Loss2:0.238233	Discrepancy:0.051776	Consistency weight:1.000000	Consistency loss_t1:0.081925	Consistency loss_t2:0.074092	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1204
Train Epoch:33 [batch_index:0]	Loss1:0.178594	Loss2:0.160858	Discrepancy:0.043162	Consistency weight:1.000000	Consistency loss_t1:0.079246	Consistency loss_t2:0.073766	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1166
Train Epoch:34 [batch_index:0]	Loss1:0.239018	Loss2:0.214379	Discrepancy:0.042374	Consistency weight:1.000000	Consistency loss_t1:0.076703	Consistency loss_t2:0.077129	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1106
Train Epoch:35 [batch_index:0]	Loss1:0.114718	Loss2:0.142834	Discrepancy:0.050519	Consistency weight:1.000000	Consistency loss_t1:0.085685	Consistency loss_t2:0.076716	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1108
Train Epoch:36 [batch_index:0]	Loss1:0.170722	Loss2:0.212363	Discrepancy:0.052541	Consistency weight:1.000000	Consistency loss_t1:0.083294	Consistency loss_t2:0.075160	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1127
Train Epoch:37 [batch_index:0]	Loss1:0.217322	Loss2:0.111387	Discrepancy:0.040959	Consistency weight:1.000000	Consistency loss_t1:0.088588	Consistency loss_t2:0.081035	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1110
Train Epoch:38 [batch_index:0]	Loss1:0.146694	Loss2:0.151416	Discrepancy:0.059062	Consistency weight:1.000000	Consistency loss_t1:0.088424	Consistency loss_t2:0.073433	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1168
Train Epoch:39 [batch_index:0]	Loss1:0.115253	Loss2:0.128806	Discrepancy:0.045546	Consistency weight:1.000000	Consistency loss_t1:0.088074	Consistency loss_t2:0.078592	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1212
Train Epoch:40 [batch_index:0]	Loss1:0.234235	Loss2:0.209982	Discrepancy:0.046578	Consistency weight:1.000000	Consistency loss_t1:0.082206	Consistency loss_t2:0.081971	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1172
Train Epoch:41 [batch_index:0]	Loss1:0.237633	Loss2:0.230430	Discrepancy:0.044478	Consistency weight:1.000000	Consistency loss_t1:0.087554	Consistency loss_t2:0.078442	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1134
Train Epoch:42 [batch_index:0]	Loss1:0.146963	Loss2:0.180095	Discrepancy:0.040634	Consistency weight:1.000000	Consistency loss_t1:0.081918	Consistency loss_t2:0.080281	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1152
Train Epoch:43 [batch_index:0]	Loss1:0.184582	Loss2:0.189165	Discrepancy:0.057286	Consistency weight:1.000000	Consistency loss_t1:0.090922	Consistency loss_t2:0.081389	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1140
Train Epoch:44 [batch_index:0]	Loss1:0.137754	Loss2:0.182934	Discrepancy:0.047733	Consistency weight:1.000000	Consistency loss_t1:0.086176	Consistency loss_t2:0.083433	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1236
Train Epoch:45 [batch_index:0]	Loss1:0.084076	Loss2:0.100615	Discrepancy:0.045193	Consistency weight:1.000000	Consistency loss_t1:0.086822	Consistency loss_t2:0.079995	Discrepancy_Resample Weight:1.000000	Resample Discrepancy0.000000	Resample Pool Num:1328
